Facility Type,License Number,Entity Name,Camis Trade Name,Address Bldg,Address Street,Address Location,Address City,Address State,Address Zip Code,Telephone Number,Number of Spaces
Parking Garage,1189957,VICTOR GARAGE CORP,,275,PARK AVENUE,,BROOKLYN,NY,11205,7188559571,96
Parking Garage,1190557,"EAST 39TH REALTY, LLC",,221,EAST   38 STREET,,NEW YORK,NY,10016,2125358670,95
Parking Garage,1192341,NEW YORK SKYPORTS INC,,23,EAST RIVER DRIVE,,NEW YORK,NY,10010,2125667081,515
Parking Garage,1193087,QUIK PARK HUDSON LLC,,140,RIVERSIDE BOULEVARD,,NEW YORK,NY,10069,2128322657,41
Parking Garage,1026761,BHC CAR PARK LLC,GGMC,240-260,WILLOUGHBY STREET,,BROOKLYN,NY,11201,2129966363,379
Parking Garage,1028146,CHAMPION 29 LLC.,,10,EAST   29 STREET,,NEW YORK,NY,10016,2123085959,60
Parking Garage,1030925,PAAL PARKING CORP,,2010,WESTCHESTER AVENUE,,BRONX,NY,10462,7188929379,145
Parking Garage,1039455,475 PARKING LLC,,475,PARK AVENUE SOUTH,,NEW YORK,NY,10016,2126869800,150
Parking Garage,1059262,CHAMPION 58 LLC,,33,WEST   58 STREET,,NEW YORK,NY,10019,2123085959,108
Parking Garage,1070788,DOUGHTY STREET REALTY INC,,13-21,EVERIT STREET,,BROOKLYN,NY,11201,7186312735,22
Parking Garage,1072920,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,90,OCEANA DRIVE WEST,,BROOKLYN,NY,11235,2126296602,262
Parking Garage,1074776,345 EAST GARAGE CORP,,345,EAST   80 STREET,,NEW YORK,NY,10075,2127367171,220
Parking Garage,1075136,SHERIDAN GARAGE CORPORATION,,1040-52,FREEMAN STREET,,BRONX,NY,10459,7183787688,96
Parking Garage,1076826,300 EAST 74 STREET CAR PARK LLC,GGMC,300,EAST   74 STREET,,NEW YORK,NY,10021,2129966363,94
Parking Garage,1084609,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,185,EAST   85 STREET,,NEW YORK,NY,10028,2125025490,320
Parking Garage,1089427,PRESTIGE GARAGE CORP.,,25,SUTTON PLACE SOUTH,,NEW YORK,NY,10022,2127367171,150
Parking Garage,1099297,"205 THIRD PARKING, LLC",,205,3 AVENUE,,NEW YORK,NY,10003,2126869800,96
Parking Garage,1099885,MILLENNIUM GARAGE CORP,,35,EAST   85 STREET,,NEW YORK,NY,10028,2127367171,72
Parking Garage,1113135,CENTRAL PARKING SYSTEM OF NEW YORK INC,,910-924,9 AVENUE,22-44 WEST 60TH ST.,NEW YORK,NY,10019,2126296602,318
Parking Garage,1114025,WEST 90TH GARAGE CORP.,,101,WEST   90 STREET,,NEW YORK,NY,10024,2127367171,64
Parking Garage,1114865,60 SUTTON PLACE PARKING LLC.,,60,SUTTON PLACE SOUTH,,NY,NY,10022,2128887400,213
Parking Garage,1119290,"IMPARK 89, LLC",,1229,MADISON AVENUE,,NEW YORK,NY,10128,2129378660,43
Parking Garage,1126972,"BOBBY CAR PARK, LLC",,105,UNDERHILL AVENUE,,BROOKLYN,NY,11238,2122216111,160
Parking Garage,1133680,TIMES SQUARE 41ST STREET GARAGE LLC,,220,WEST   41 STREET,,NEW YORK,NY,10036,2127301777,124
Parking Garage,1135959,CENTRAL PARKING SYSTEM OF NEW YORK INC,,525-35,EAST   71 STREET,,NEW YORK,NY,10021,2126296602,248
Parking Garage,1137167,"KINNEY PARKING SYSTEM, INC",CENTRAL PARKING SYSTEM,33,WEST   28 STREET,,NEW YORK,NY,10001,2126296602,224
Parking Garage,1137171,"KINNEY PARKING SYSTEM, INC",CENTRAL PARKING SYSTEM,38-42,WEST   46 STREET,,NEW YORK,NY,10036,2126296602,225
Parking Garage,1137946,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,153-161,WEST   48 STREET,,NEW YORK,NY,10036,2126296602,213
Parking Garage,1140019,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,882-92,7 AVENUE,201-7 WEST 56 STREET,NEW YORK,NY,10019,2126296602,225
Parking Garage,1144401,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,138-146,EAST   50 STREET,,NEW YORK,NY,10022,2126296602,185
Parking Garage,1146910,"CHAMPION CONFUCIUS, LLC",,2,DIVISION STREET,2-68 DIVISION STREET,NEW YORK,NY,10002,2123085959,300
Parking Garage,1148651,1020 PARKING LLC,,1020,GRAND CONCOURSE,,BRONX,NY,10451,2124903460,292
Parking Garage,1154974,45 EAST LLC,,333,EAST   45 STREET,,NEW YORK,NY,10017,2125643199,35
Parking Garage,1155050,22 EAST LLC,,329-333,EAST   22 STREET,,NEW YORK,NY,10010,2125643199,160
Parking Garage,1157614,"STATE STREET PARKING,LLC",,71,SMITH STREET,,BROOKLYN,NY,11201,9736437700,750
Parking Garage,1159674,NAGLE GARAGE CORP,,31,NAGLE AVENUE,,NEW YORK,NY,10040,2125679266,100
Parking Garage,1163769,CHAMPION MULBERRY LLC,,62,MULBERRY STREET,,NEW YORK,NY,10013,2123085959,191
Parking Garage,1171647,"PROPARK AMERICA NEW YORK, LLC",,1090,AMSTERDAM AVENUE,,NEW YORK,NY,10025,2125231051,135
Parking Garage,1182222,BED-STUY GARAGE INC.,,1360-1406,FULTON STREET,,BROOKLYN,NY,11216,7186231808,50
Parking Garage,1182251,EAST 102ND ST REALTY LLC,,333,EAST  102 STREET,,NEW YORK,NY,10029,2125358670,155
Parking Garage,1187425,BOULEVARD GARAGE INC.,,39-15,29TH STREET,,LONG ISLND CITY,NY,11101,7187299509,130
Parking Garage,1189274,COURTVIEW OWNERS CORP,,123-35,82ND ROAD,,KEW GARDENS,NY,11415,7185759292,95
Parking Garage,1189587,CENTRAL PARKING SYSTEM OF NEW YORK INC,,371-379,PARK AVENUE,,NEW YORK,NY,10022,2125025490,150
Parking Garage,1192284,1065 GARAGE LLC.,,1065,PARK AVENUE,,NEW YORK,NY,10128,2128887400,30
Parking Garage,1192969,"QUIK PARK 61 STREET, LLC",,510,EAST   62 STREET,,NEW YORK,NY,10021,2128322066,50
Parking Garage,1202774,CENTRAL PARKING SYSTEM OF NEW YORK INC,,7,HANOVER SQUARE,,NEW YORK,NY,10004,2125025490,67
Parking Garage,1203528,"PUTNAM GARDENS PARKING, CORP.",,3815,PUTNAM AVENUE,,BRONX,NY,10462,7184327226,80
Parking Garage,1204520,MANHATTAN PARKING EAST 34TH STREET CORP.,,333,EAST 34TH STREET,,NEW YORK,NY,10016,2124903460,56
Parking Garage,957484,ROYAL CHARTER PROPERTIES INC,,1285,YORK AVENUE,,NEW YORK,NY,10021,2127461969,77
Parking Garage,959098,COPLEY ASSOCIATES LLC,COPLEY GARAGE,2000,BROADWAY,,NEW YORK,NY,10023,2128887400,57
Parking Garage,961988,CENTRAL PARKING SYSTEM OF NEW YORK INC,,1,PENN PLAZA,,NEW YORK,NY,10001,2126296602,665
Parking Garage,961990,CENTRAL PARKING SYSTEM OF NEW YORK INC,,332-344,WEST   44 STREET,,NEW YORK,NY,10036,2126296602,273
Parking Garage,972262,BLEECKER PARKING CORP,,350,BLEECKER STREET,,NEW YORK,NY,10014,2122748303,150
Parking Garage,980801,FIRST AVENUE PARKING LLC,,630,FIRST AVENUE,,NEW YORK,NY,10016,2127367171,100
Parking Garage,984363,520 WEST PARKING CORP,,520,WEST   43 STREET,,NEW YORK,NY,10036,2127367171,75
Parking Garage,999137,9-11 LLC,,09-Nov,PARK AVENUE,,NEW YORK,NY,10016,2126869800,150
Parking Garage,1006124,EDISON NY PARKING LLC,,161,10 AVENUE,161-163,NEW YORK,NY,10011,2126315995,80
Parking Garage,1020843,CENTRAL PARKING SYSTEM OF NEW YORK INC.,,1900,ARCHER STREET,,BRONX,NY,10462,2126296602,751
Parking Garage,1020999,1114 SIXTH PARKING LLC,,1114,6 AVENUE,,NEW YORK,NY,10036,2126869800,188
Parking Garage,1026542,GEM PARKING CORP,,260,EAST  188 STREET,,BRONX,NY,10458,2127536116,139
Parking Garage,1029225,245 EAST 19 STREET PARKING LLC,,245,EAST   19 STREET,AKA 241-249 E 13 STREET,NEW YORK,NY,10003,2126869800,106
Parking Garage,1032982,EAST 28TH STREET GARAGE CORP,,201,EAST   28 STREET,,NEW YORK,NY,10016,2127367171,61
Parking Garage,1062413,HILLTOP PARKING CORP,,305,EAST  182 STREET,,BRONX,NY,10457,7183649580,240
Parking Garage,1063776,CHAMPION 55 LLC,,662,LEXINGTON AVENUE,131 EAST 55 STREET,NEW YORK,NY,10022,2123085959,67
Parking Garage,1070778,BAMFORD REALTY LLC,,333,EAST   56 STREET,,NEW YORK,NY,10022,2123558030,150
Parking Garage,1076840,"COVE CLUB CAR PARK, LLC",GGMC,2,SOUTH END AVENUE,,NEW YORK,NY,10280,2129966363,69
Parking Garage,1088937,KRM GARAGE CORP,,1900,JEROME AVENUE,,BRONX,NY,10453,7189019859,40
Parking Garage,1093314,CENTRAL HARLEM GARAGE CORP.,,130,MALCOLM X BOULEVARD,AKA (130 LENOX AVENUE),NEW YORK,NY,10026,2127367171,273
Parking Garage,1098937,MARLO TOWERS GARAGE CORP,,56,FULTON STREET,,NEW YORK,NY,10038,2122435900,280
Parking Garage,1099266,"AMVERSEV ASSOCIATION, INC.",,18-15,215 STREET,,BAYSIDE,NY,11360,7182249625,244
Parking Garage,1100022,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,425-429,EAST   52 STREET,,NEW YORK,NY,10022,2122239500,225
Parking Garage,1100532,BEEKMAN GARAGE LLC,,51-53,EAST   76 STREET,,NEW YORK,NY,10021,2128322066,140
Parking Garage,1100843,LIVINGSTON STREET PARKING LLC,,111,LIVINGSTON STREET,,BROOKLYN,NY,11201,2126869800,150
Parking Garage,1109621,EAST 105TH STREET PARKING LLC,,156,EAST  105 STREET,156-158 EAST 105 STREET,NEW YORK,NY,10029,2126869800,89
Parking Garage,1113133,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,115,EAST   57 STREET,,NEW YORK,NY,10022,2126296602,94
Parking Garage,1117864,WEST 89 STREET PARKING LLC,,205-209,WEST   89 STREET,AKA 2420-2438 BROADWAY,NEW YORK,NY,10024,2126869800,51
Parking Garage,1118320,280 BROADWAY CAR PARK LLC,GGMC,280,BROADWAY,,NEW YORK,NY,10007,2129966363,149
Parking Garage,1124818,ROYAL 89 PARKING LLC,,200-210,EAST   89 STREET,,NEW YORK,NY,10128,2126869800,70
Parking Garage,1130762,HJ PARKING LLC.,,301-9,WEST   51 STREET,AKA 851-859 8 AVENUE,NEW YORK,NY,10019,2126869800,226
Parking Garage,1133060,CROYDEN PARKING LLC,,12,EAST   86 STREET,,NEW YORK,NY,10028,2129562280,72
Parking Garage,1133585,IMPERIAL PALACE GARAGE CORP,,845,1 AVENUE,,NEW YORK,NY,10017,2127367171,76
Parking Garage,1135061,110 EAST 16TH STREET ASSOCIATES LLC,,110,EAST   16 STREET,,NEW YORK,NY,10003,2126869800,275
Parking Garage,1137049,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,1321-35,6 AVENUE,101-39 W 53 ST,NEW YORK,NY,10019,2126296602,475
Parking Garage,1151772,CENTRAL PARKING SYSTEM OF NEW YORK INC,,1601,SEDDON STREET,,BRONX,NY,10461,7189316541,150
Parking Garage,1155791,J & A PARKING INC,,376,EAST  184 STREET,,BRONX,NY,10458,7188791782,147
Parking Garage,1159595,PATRIOT PARKING LLC,,351 1/2-376,GREENWICH STREET,34-40 HARRISON STREET,NEW YORK,NY,10013,2126869800,318
Parking Garage,1161319,"ABDULLAH, MUHAMMAD A",MAA PARKING COMPANY,1360,FULTON STREET,,BROOKLYN,NY,11216,7186366959,149
Parking Garage,1167341,"SUNNY CAR PARK, LLC",,47-01,QUEENS BOULEVARD,,SUNNYSIDE,NY,11104,2122216111,74
Parking Garage,1171216,CENTRAL PARKING SYSTEM OF NEW YORK,,214-216,WEST   80 STREET,,NEW YORK,NY,10024,2125025490,147
Parking Garage,1172406,PARK KWIK LLC,,55,WASHINGTON STREET,,BROOKLYN,NY,11201,7182469201,120
Parking Garage,1181103,"LPARK 2, LLC",LAZ PARKING,457-459,WEST  150 STREET,,NEW YORK,NY,10031,2127517033,115
Parking Garage,1181124,"200 EAST PARKING, CORP",,1081,3RD AVENUE,,NEW YORK,NY,10021,2127367171,116
Parking Garage,1220146,TOWNSWAY GARAGE CO.LLC,TOWNSWAY GARAGE CO,145,EAST   27 STREET,,NEW YORK,NY,10016,2126849675,48
Parking Garage,1220798,200 WEST GARAGE CORP.,,220,WEST   26 STREET,,NEW YORK,NY,10001,2127367171,120
Parking Garage,1222445,"IMPERIAL PARKING (U.S.), INC",,400,EAST   90 STREET,,NEW YORK,NY,10128,2129378660,31
Parking Garage,1241015,1430 INWOOD LLC,,1430,INWOOD AVENUE,,BRONX,NY,10452,2126298100,140
Parking Garage,1247513,QUIK PARK WEST 12TH ST. LLC,,175-179,WEST   12 STREET,AKA 21-35 7 AVENUE,NEW YORK,NY,10011,2128322066,43
Parking Garage,1262206,"78 PARKING MANAGEMENT, LLC",,404,EAST   79 STREET,,NEW YORK,NY,10075,7187880066,73
Parking Garage,1262710,ACCESS PARKING CORP,,159,WEST   21 STREET,,NEW YORK,NY,10011,7187215243,78
Parking Garage,1266177,100 ML GARAGE CORP,,100,MAIDEN LANE,,NEW YORK,NY,10038,2127367171,67
Parking Garage,1268885,"BOND STREET GARAGE, LLC.",,25,BOND STREET,,NEW YORK,NY,10012,2128887400,48
Parking Garage,1277259,3000 JEROME PARKING CORP.,,3000,JEROME AVENUE,,BRONX,NY,10468,7183290617,100
Parking Garage,1277435,VFC INDUSTRIES LTD,,161,WEST  132 STREET,,NEW YORK,NY,10027,2127223349,135
Parking Garage,1278454,SYD-SKY CORPORATION,,3559,WHITE PLAINS ROAD,,BRONX,NY,10467,3474272825,1
Parking Garage,1286769,ALLIANCE RIVERBANK PARKING LLC,,555,WEST   42 STREET,,NEW YORK,NY,10036,2125810535,84
Parking Garage,1286774,ALLIANCE IMPALA PARKING LLC,,404,EAST   76 STREET,AKA 1456 1 AVENUE,NEW YORK,NY,10021,2125810535,58
Parking Garage,1291835,NATIONS 47 PARKING LLC,,885,2 AVENUE,,NEW YORK,NY,10017,2126869800,227
Parking Garage,1292805,QP W. 116TH STREET LLC,,40,WEST  116 STREET,,NEW YORK,NY,10026,2128322066,65
Parking Garage,1298297,FN PARKING CORP.,,1829,JEROME AVENUE,,BRONX,NY,10453,9173999429,101
Parking Garage,1300920,ALLIANCE AMHERST PARKING LLC,,401,EAST   74 STREET,,NEW YORK,NY,10021,2125810535,61
Parking Garage,1300924,"ALLIANCE ELEMENT PARKING, LLC",,555,WEST   59 STREET,,NEW YORK,NY,10019,2125810535,190
Parking Garage,1301293,MP UPTOWN LLC,,440,EAST  102 STREET,,NEW YORK,NY,10029,2124903460,270
Parking Garage,1301648,"MY NEW PARKING, INC.",,1380,UNIVERSITY AVENUE,1381-1390 UNIVERSITY AVE,BRONX,NY,10452,3475388602,77
Parking Garage,1302523,MY NEW PARKING INC,,1484,JEROME AVENUE,,BRONX,NY,10452,3475388602,174
Parking Garage,1306361,AMPCO SYSTEM PARKING,,750,LEXINGTON AVENUE,,NEW YORK,NY,10022,2127542678,72
Parking Garage,1306478,100 RIVERSIDE PARKING LLC,,100,RIVERSIDE BOULEVARD,,NEW YORK,NY,10069,2126869800,48
Parking Garage,1307939,315 EAST 21ST STREET CO. LLC,,315,EAST   21 STREET,,NEW YORK,NY,10010,7188969600,18
Parking Garage,1309084,PLYMOUTH PARKING LLC,,1781,1ST AVE,1781 - 1795,NEW YORK,NY,10128-6901,2128798388,146
Parking Garage,1309622,E&Y PARKING CORP.,,615,JACKSON AVENUE,,BRONX,NY,10455,7186844084,53
Parking Garage,1310287,454 MANAVE GARAGE CORP,,454,MANHATTAN AVENUE,,NEW YORK,NY,10026,2127367171,33
Parking Garage,1310482,EMPIRE 33 PARKING LLC,,38-46,WEST   33 STREET,,NEW YORK,NY,10001,2126869800,224
Parking Garage,1310485,99 JANE STREET PARKING LLC,,802,WASHINGTON STREET,,NEW YORK,NY,10014,2126869800,46
Parking Garage,1312149,ENTERPRISE 40TH PARKING CORP,,315,EAST   40 STREET,,NEW YORK,NY,10016,2127367171,334
Parking Garage,1312575,"PARK 117TH, LLC",,279,WEST  117 STREET,,NEW YORK,NY,10026,2122220242,71
Parking Garage,1312853,420 EAST 53RD PARKING LLC,,420,EAST   53 STREET,,NEW YORK,NY,10022,2127595290,270
Parking Garage,1313251,QUIK PARK W.23RD ST.LLC,,423-431,WEST   23 STREET,,NEW YORK,NY,10011,2128322066,185
Parking Garage,1314512,HAVEN VIEW GARAGE CORP,,200,HAVEN AVENUE,,NEW YORK,NY,10033,2125432900,50
Parking Garage,1319305,WELLESLEY PARKING LLC,,203,EAST   71 STREET,,NEW YORK,NY,10021,2122495514,98
Parking Garage,1319642,TPEC 148 LLC,,234-240,WEST  148 STREET,,NEW YORK,NY,10039,2122348883,110
Parking Garage,1319917,21 EAST 12TH STREET PARKING LLC,,21,EAST   12 STREET,,NEW YORK,NY,10003,2129293041,200
Parking Garage,1320334,QUIK PARK RIVERSIDE GARAGE LLC,,779-789,RIVERSIDE DRIVE,,NEW YORK,NY,10032,2128322066,90
Parking Garage,1323180,73RD STREET PARKING CORP.,,1257-1265,3 AVENUE,AKA 200-202 EAST 73RD STREET.,NEW YORK,NY,10021,2127367171,65
Parking Garage,1324143,CITYVIEW PLAZA LLC,,32-07,37 AVENUE,,LONG ISLND CITY,NY,11101,7182670300,25
Parking Garage,1325492,"THIRD AVENUE NORTH, LLC",,181,EAST  119 STREET,,NEW YORK,NY,10035,2123697032,27
Parking Garage,1331217,QUIK PARK EAST 66 LLC,,250,EAST   67 STREET,,NEW YORK,NY,10065,2128322066,197
Parking Garage,1334778,109-23 OWNERS CORP,,109-23,71 ROAD,,FOREST HILLS,NY,11375,7182633800,25
Parking Garage,1339252,MANHATTAN PARKING WEST 45 STREET CORP,,120,WEST   45 STREET,,NEW YORK,NY,10036,2124903460,45
Parking Garage,921899,DOUBLE GARAGE CORP,DOUBLE GARAGE,1533,YORK AVENUE,,NEW YORK,NY,10028,2127373279,114
Parking Garage,927032,RAPID E 77TH ST CORP,,150,EAST   77 STREET,,NEW YORK,NY,10021,2128661000,37
Parking Garage,932155,301 PARK CORP,,301,EAST   64 STREET,,NEW YORK,NY,10021,2124730135,84
Parking Garage,937560,VALUE MGMT. CORP.,,11,JANE STREET,,NEW YORK,NY,10014,2124730135,92
Parking Garage,947321,KINNEY SYSTEMS INC,,3450,BAINBRIDGE AVENUE,,BRONX,NY,10467,2128894444,390
Parking Garage,954597,KURA RIVER MANAGEMENT LTD,KRM LTD,2,BROADWAY /9 STONE ST.,,NEW YORK,NY,10004,2125942560,56
Parking Garage,959388,"WEST 129TH STREET, L.L.C.",,605,WEST  129 STREET,,NEW YORK,NY,10027,2128887400,134
Parking Garage,962029,CENTRAL PARKING SYSTEM OF NEW YORK INC,,169-200,CADMAN PLAZA WEST,,BROOKLYN,NY,11221,2126296602,546
Parking Garage,962108,88TH GARAGE CORP,,100,WEST   89 STREET,,NEW YORK,NY,10024,2127367171,204
Parking Garage,963959,53-10 ASSOCIATES LLC,,792,10 AVENUE,,NEW YORK,NY,10019,2124730135,198
Parking Garage,978502,RAPID WEST 102 CORP,,206,WEST  102 STREET,,NEW YORK,NY,10025,2128661000,114
Parking Garage,981738,TRIBECA PARKING CORP,,454-456,GREENWICH STREET,,NEW YORK,NY,10013,2122749225,55
Parking Garage,992413,CASTLE PARKING CORP,,2846,WEBSTER AVENUE,,BRONX,NY,10458,7189334751,100
Parking Garage,1005177,157 57 THIRD CORP,,153,EAST   57 STREET,,NEW YORK,NY,10022,2123558962,38
Parking Garage,1007928,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,257-259,WEST   47 STREET,,NEW YORK,NY,10036,2122629778,120
Parking Garage,1010041,130 EAST 18TH GARAGE CORP,,130,EAST   18 STREET,,NEW YORK,NY,10003,2127367171,84
Parking Garage,1029200,EXPRESS PARK LLC,,425,EAST 79TH STREET,,NEW YORK,NY,10021,2122216111,99
Parking Garage,1070437,EAST 85TH REALTY LLC,,500,EAST   85 STREET,,NEW YORK,NY,10028,2126509178,77
Parking Garage,1070777,80TH REALTY LLC,,1514,YORK AVENUE,,NEW YORK,NY,10028,2126500854,100
Parking Garage,1072122,CHELSEA SEVENTH GARAGE CORP,,252,7 AVENUE,,NEW YORK,NY,10001,2127367171,175
Parking Garage,1078420,PENNY LANE CAR PARK LLC,GGMC,215,EAST   24 STREET,,NEW YORK,NY,10010,2129966363,99
Parking Garage,1078641,CLIFF PARKING LLC,,99,JOHN STREET,,NEW YORK,NY,10038,2126869800,87
Parking Garage,1113944,56-57 HOLDING LLC,,408,WEST   57 STREET,,NEW YORK,NY,10019,2129299404,80
Parking Garage,1114874,THE HERTZ CORPORATION,,Dec-16,EAST   13 STREET,,NEW YORK,NY,10003,2124865912,250
Parking Garage,1118641,"COLUMBUS CIRCLE PARKING, LLC",,330,WEST   58 STREET,,NEW YORK,NY,10019,2126869800,95
Parking Garage,1125479,"520 EAST 81ST STREET GARAGE, CORP",,520,EAST   81 STREET,,NEW YORK,NY,10028,2129771300,33
Parking Garage,1126177,FANDA PARKING LLC,,340,EAST   74 STREET,340-350 EAST 74 STREET,NEW YORK,NY,10021,2125945050,38
Parking Garage,1126900,IMPARK HSW LLC,,577,1 AVE,,NEW YORK,NY,10016,2129378660,45
Parking Garage,1126970,CHURCH STREET PARKING LLC.,,110,CHURCH STREET,AKA 110-120 CHURCH STREET,NEW YORK,NY,10007,2126869800,88
Parking Garage,1129460,F&T MANAGEMENT & PARKING CORP.,,39-07,PRINCE STREET,,QUEENS,NY,11354,7188882828,126
Parking Garage,1130472,METROPOLITAN STORAGE CORP,,1901,1 AVENUE,,NEW YORK,NY,10029,2129999999,95
Parking Garage,1135063,REALPRO PARKING LLC,,330,EAST   39 STREET,,NEW YORK,NY,10016,2126869800,208
Parking Garage,1135076,WEST PLAZA GARAGE LLC,,500-520,2 AVENUE,,NEW YORK,NY,10016,2126869800,169
Parking Garage,1135103,"WEST PLAZA GARAGE, LLC",,480-490,2 AVENUE,,NEW YORK,NY,10016,2126869800,96
Parking Garage,1135161,WEST SIDE PARKING CORP,,432,WASHINGTON STREET,,NEW YORK,NY,10013,2122748513,25
Parking Garage,1142024,NINTH AVENUE PARKING LLC,,404,WEST   37 STREET,,NEW YORK,NY,10018,2125643199,161
Parking Garage,1146456,IMPERIAL PARKING (US) INC,IMPARK,750,6 AVENUE,,NEW YORK,NY,10010,2129378660,73
Parking Garage,1148944,ELBA OPERATING CORP,,575,WASHINGTON STREET,,NY,NY,10014,2129299404,400
Parking Garage,1151530,CITY PARKING LLC,,525,EAST   11 STREET,525 A/K/A 529,NEW YORK,NY,10009,2127078993,90
Parking Garage,1152784,CHAMPION LENOX LLC,,176,EAST   77 STREET,,NEW YORK,NY,10021,2123085959,79
Parking Garage,1164348,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,276,LIVINGSTON STREET,AKA 300 LIVINGSTON/39-41 BOND ST,BROOKLYN,NY,11217,7188527317,623
Parking Garage,1166505,MODERN PARKING LLC,,666,5 AVENUE,,NEW YORK,NY,10019,2126869800,90
Parking Garage,1175838,182 E 73 GARAGE CORP,,182,EAST   73 STREET,,NEW YORK,NY,10021,2127367171,73
Parking Garage,1179983,PACE PARKING LLC,,990-996,6 AVENUE,AKA 64-72 WEST 37 STREET,NEW YORK,NY,10018,2126869800,120
Parking Garage,1180712,1010 6 AVE GARAGE CORP,,1010,6TH AVENUE,,NEW YORK,NY,10018,2127367171,86
Parking Garage,1133687,SAWYER PARKING LLC,,148-150,WEST   20 STREET,,NEW YORK,NY,10011,2122428310,150
Parking Garage,1144398,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,1745,BROADWAY,,NEW YORK,NY,10019,2126296602,143
Parking Garage,1154975,87 EAST LLC,,231,EAST   87 STREET,,NEW YORK,NY,10128,2125643199,50
Parking Garage,1155070,30 WEST LLC,,320,WEST   30 STREET,,NEW YORK,NY,10001,2125643199,82
Parking Garage,1155370,"310 EAST 48TH STREET GARAGE, LLC",,308-316,EAST   48 STREET,,NEW YORK,NY,10017,2128887400,300
Parking Garage,1157668,DIAMOND PARKING CORP,,67-77,LAIGHT STREET,,NEW YORK,NY,10013,9736228888,23
Parking Garage,1175121,STANDARD PARKING CORPORATION,,200,LIBERTY STREET,,NY,NY,10280,2127869564,232
Parking Garage,1177630,METROPOLITAN PARKING GROUP LLC,,4172,BROADWAY,,NEW YORK,NY,10033,2124903460,398
Parking Garage,1181079,220 EAST 63RD. GARAGE CORP.,,220,EAST   63 STREET,,NEW YORK,NY,10021,2127522178,93
Parking Garage,1182751,"ALLAN GARAGE, LLC",MEYERS PARKING,152,EAST   87 STREET,152-158 E 87 ST.,NEW YORK,NY,10128,2125025490,515
Parking Garage,1183626,IMPARK HSW LLC,,1356,3 AVENUE,,NEW YORK,NY,10075,2129378660,31
Parking Garage,1185592,"BARROW STREET GARAGE, LLC",,3,SHERIDAN SQUARE,,NEW YORK,NY,10014,2122429791,51
Parking Garage,1187231,"LARDON 1350, LLC.",,395,FLATBUSH AVENUE,,BROOKLYN,NY,11238,2124903460,140
Parking Garage,1187632,"NICE PARK 22, LLC",,200,EAST   15 STREET,,NEW YORK,NY,10003,2127778549,43
Parking Garage,1191160,"250 PARKING SERVICES, LLC",LAZ PARKING,250,EAST 39 STREET,,NEW YORK,NY,10016,2122652239,35
Parking Garage,1191803,"KALIMIAN-KASHANI, ROUHOUAH",ROY-AL COMPANY,436,EAST 81ST STREET,AKA (436-442 81 STREET),NEW YORK,NY,10028,2127518050,14
Parking Garage,1192361,"SHARP CAR PARK, LLC",,357,EAST   57 STREET,,NEW YORK,NY,10022,2122216111,75
Parking Garage,1192927,QUIK PARK COLUMBIA LLC,,2561,BROADWAY,2561-2579 BDWAY A/K/A 275 W 96,NEW YORK,NY,10025,2128322066,200
Parking Garage,1196437,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,301,EAST   66 STREET,,NEW YORK,NY,10021,2125025490,70
Parking Garage,1196465,"KINNEY PARKING SYSTEM, INC",CENTRAL PARKING SYSTEM,73-79,WEST   92 STREET,AKA 64-72 WEST 93RD STREET.,NEW YORK,NY,10025,2125025490,88
Parking Garage,1196473,EMBASSY PARKING LLC,,120,EAST   81 STREET,,NEW YORK,NY,10028,2128887400,94
Parking Garage,1199948,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,416,WEST   36 STREET,,NEW YORK,NY,10018,2125025490,28
Parking Garage,1200258,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,252,WEST   40 STREET,252-262 W 40 STREET,NEW YORK,NY,10018,2125025490,302
Parking Garage,1202316,"CENTRAL PARKING SYSYTEM OF NEW YORK, INC.",,135,EAST 31 STREET,135-165,NEW YORK,NY,10016,2125025490,141
Parking Garage,1202660,KINNEY PARKING SYSTEM INC,,211,EAST   57 STREET,211-225 EAST 57 STREET,NEW YORK,NY,10022,2125025490,36
Parking Garage,1204606,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,14-18,CHARLTON STREET,,NEW YORK,NY,10014,2125025490,63
Parking Garage,1209503,CHAMPION PARKING 33 LLC,,4,PARK AVENUE,,NEW YORK,NY,10016,2123085959,150
Parking Garage,1213415,144 WEST GARAGE LLC,,310,WEST  144 STREET,AKA 312 W 144 ST,NEW YORK,NY,10030,2126270012,130
Parking Garage,1214412,MP TOGETHER LLC,,205,STATE STREET,,BROOKLYN,NY,11201,2124903476,131
